DateTime,AddedIPs,RemovedIPs
1548163322,0,2
1548164522,23,18
1548165724,4,14
1548166922,1,17
1548168123,10,8
1548169322,4,9
1548170522,10,14
1548171723,20,20
1548172922,11,0
1548174123,0,15
1548175323,3,11
1548175923,2,0
1548176523,5,0
1548177723,14,1
1548178922,14,26
1548180122,7,0
1548181323,3,6
1548182522,3,5
1548184324,2,2
1548184924,0,1
1548185523,3,1
1548186123,0,18
1548187322,22,0
1548188523,13,31
1548189723,15,7
1548190922,10,4
1548192122,4,3
1548193322,1,4
1548194522,12,10
1548195722,1,10
1548196922,0,23
1548198122,1,0
1548198723,5,16
1548199323,5,9
1548199923,7,0
1548200523,8,8
1548201122,14,16
1548201724,8,0
1548202323,1,15
1548202923,1,0
1548204122,1,16
1548205323,0,9
1548206522,4,0
1548207722,6,15
1548208922,28,6
1548209523,10,20
1548210123,10,8
1548211322,8,0
1548212522,10,6
1548213723,10,5
1548214923,5,0
1548216123,5,10
1548216723,36,0
1548217322,16,50
1548218522,5,0
1548219124,1,18
1548219722,0,1
1548220923,6,0
1548221523,17,11
1548222122,3,0
1548222722,3,0
1548223324,3,2
1548224523,13,0
1548225723,7,7
1548226323,5,0
1548226923,1,0
1548227524,0,1
1548228123,0,4
1548228722,3,4
1548229322,1,7
1548230523,2,25
1548231126,29,4
1548231723,5,0
1548232922,15,3
1548234122,2,3
1548234722,1,0
1548236523,1,9
1548237723,4,2
1548240123,0,26
1548241324,14,0
