DateTime,Entries,UniqueIPs
1547599180,5421,5421
1547600602,5434,5434
1547601288,5451,5451
1547602132,5459,5459
1547603815,5450,5450
1547604941,5459,5459
1547605729,5477,5477
1547606565,5426,5426
1547607398,5447,5447
1547609325,5439,5439
1547610636,5465,5465
1547611856,5442,5442
1547613765,5431,5431
1547614597,5449,5449
1547615690,5405,5405
1547616538,5431,5431
1547619294,5405,5405
1547620120,5444,5444
1547621343,5444,5444
1547622877,5487,5487
1547623743,5501,5501
1547625029,5436,5436
1547626487,5434,5434
1547627316,5465,5465
1547629492,5481,5481
1547630930,5555,5555
1547632600,5556,5556
1547633682,5504,5504
1547635299,5522,5522
1547637275,5531,5531
1547638545,5508,5508
1547640648,5520,5520
1547642556,5533,5533
1547643414,5577,5577
1547644562,5678,5678
1547645682,5727,5727
1547648084,5833,5833
1547648914,5869,5869
1547649755,5838,5838
1547651283,5821,5821
1547652522,5861,5861
1547654194,5848,5848
1547655290,5832,5832
1547656114,5890,5890
1547656953,5902,5902
1547658888,5907,5907
1547660095,5830,5830
1547661323,5819,5819
1547662472,5761,5761
1547663697,5705,5705
1547664951,5696,5696
1547666078,5711,5711
1547666927,5742,5742
1547667776,5668,5668
1547669688,5705,5705
1547671368,5705,5705
1547672200,5720,5720
1547673348,5644,5644
1547674952,5642,5642
1547675803,5685,5685
1547676878,5693,5693
1547677711,5707,5707
1547678552,5678,5678
1547680250,5678,5678
1547681325,5684,5684
1547682638,5580,5580
1547683872,5578,5578
1547684074,5593,5593
1547685765,5596,5596
1547687009,5576,5576
1547687689,5581,5581
1547688513,5593,5593
1547689835,5551,5551
1547691039,5556,5556
1547692535,5542,5542
1547693741,5550,5550
1547694904,5539,5539
1547696279,5486,5486
1547698483,5587,5587
1547699314,5602,5602
1547701011,5556,5556
1547702152,5569,5569
1547703695,5560,5560
1547705464,5604,5604
1547707356,5600,5600
1547708202,5612,5612
1547709362,5574,5574
1547710885,5563,5563
1547712897,5562,5562
1547713720,5570,5570
1547715338,5650,5650
1547717322,5740,5740
1547719020,5755,5755
1547720923,5760,5760
1547721758,5694,5694
1547722595,5709,5709
1547723765,5708,5708
1547725376,5663,5663
1547726785,5648,5648
1547728298,5643,5643
1547728968,5663,5663
1547730894,5654,5654
1547731733,5665,5665
1547732578,5580,5580
1547734483,5551,5551
1547735754,5646,5646
1547737069,5651,5651
1547738441,5622,5622
1547739754,5578,5578
1547740904,5556,5556
1547742041,5607,5607
1547743387,5588,5588
1547744196,5618,5618
1547745352,5647,5647
1547746120,5665,5665
1547747731,5646,5646
1547749719,5652,5652
1547750552,5634,5634
1547751401,5659,5659
1547752742,5647,5647
1547753871,5620,5620
1547754991,5645,5645
1547756141,5703,5703
1547756909,5717,5717
1547758118,5654,5654
1547759670,5657,5657
1547761358,5671,5671
1547763270,5756,5756
1547764893,5796,5796
1547766872,5823,5823
1547768573,5780,5780
1547770493,5804,5804
1547772152,5775,5775
1547773845,5808,5808
1547775649,5819,5819
1547777689,5868,5868
1547779378,5861,5861
1547780686,5827,5827
1547782130,5843,5843
1547783796,5839,5839
1547785733,5888,5888
1547786575,5855,5855
1547787444,5909,5909
1547788486,5917,5917
1547790100,5899,5899
1547790996,5917,5917
1547792090,5904,5904
1547793706,5907,5907
1547795463,5924,5924
1547796886,5914,5914
1547799291,5930,5930
1547800905,5891,5891
1547801816,5943,5943
1547802880,5922,5922
1547803740,5945,5945
1547804567,5927,5927
1547806554,5946,5946
1547807318,5988,5988
1547808992,5998,5998
1547810147,5988,5988
1547811314,6030,6030
1547812589,6066,6066
1547813753,6048,6048
1547815379,5914,5914
1547817292,5890,5890
1547818986,5857,5857
1547819815,5866,5866
1547820951,5829,5829
1547822151,5848,5848
1547823433,5875,5875
1547824496,5854,5854
1547825331,5882,5882
1547826933,5833,5833
1547828165,5786,5786
1547829437,5750,5750
1547831681,5733,5733
1547832965,5751,5751
1547834132,5774,5774
1547835280,5784,5784
1547836532,5857,5857
1547836952,5860,5860
1547837813,5900,5900
1547838892,5875,5875
1547840130,5932,5932
1547840559,5935,5935
1547841938,5941,5941
1547843331,5968,5968
1547845009,5981,5981
1547846068,5940,5940
1547847340,5903,5903
1547848542,5950,5950
1547849748,5940,5940
1547850933,5978,5978
1547853285,5998,5998
1547854130,6004,6004
1547855513,5950,5950
1547856661,5962,5962
1547858496,6009,6009
1547859404,6018,6018
1547860554,5987,5987
1547861740,5972,5972
1547862152,5973,5973
1547864078,6044,6044
1547865339,6024,6024
1547866613,6028,6028
1547867695,6117,6117
1547869265,6084,6084
1547870389,6091,6091
1547871284,6148,6148
1547872557,6077,6077
1547872957,6087,6087
1547874650,6064,6064
1547875714,6101,6101
1547876575,6030,6030
1547878489,6039,6039
1547880086,6031,6031
1547882090,6027,6027
1547882930,6036,6036
1547883767,6000,6000
1547885686,5993,5993
1547886512,6010,6010
1547887438,5880,5880
1547889053,5924,5924
1547890634,5940,5940
1547892373,6005,6005
1547893722,6079,6079
1547896470,6054,6054
1547898072,6029,6029
1547899186,6029,6029
1547900331,6050,6050
1547901678,6036,6036
1547903010,6105,6105
1547904510,6139,6139
1547906200,6050,6050
1547907277,6005,6005
1547908873,5967,5967
1547910244,5936,5936
1547911710,5940,5940
1547912571,5863,5863
1547914488,5841,5841
1547915781,5822,5822
1547916946,5834,5834
1547918153,5793,5793
1547919756,5759,5759
1547921446,5718,5718
1547922512,5772,5772
1547924208,5760,5760
1547925284,5739,5739
1547927010,5682,5682
1547927811,5702,5702
1547928952,5717,5717
1547930489,5690,5690
1547931390,5708,5708
1547932478,5642,5642
1547933327,5685,5685
1547934944,5631,5631
1547936157,5601,5601
1547937299,5598,5598
1547937752,5604,5604
1547939453,5613,5613
1547940735,5508,5508
1547942212,5498,5498
1547943345,5461,5461
1547944970,5441,5441
1547945793,5441,5441
1547946889,5399,5399
1547947713,5412,5412
1547948574,5338,5338
1547949394,5359,5359
1547950552,5375,5375
1547951320,5393,5393
1547952161,5387,5387
1547953001,5408,5408
1547954147,5376,5376
1547954923,5380,5380
1547956595,5367,5367
1547957687,5305,5305
1547959280,5237,5237
1547961050,5236,5236
1547962239,5199,5199
1547962955,5169,5169
1547964345,5143,5143
1547966075,5148,5148
1547968243,5083,5083
1547968489,5082,5082
1547970152,5028,5028
1547971543,4942,4942
1547972920,4952,4952
1547973755,4948,4948
1547975449,4928,4928
1547977542,4897,4897
1547978749,4896,4896
1547980425,4835,4835
1547981741,4880,4880
1547982884,4821,4821
1547983727,4870,4870
1547984564,4847,4847
1547986482,4844,4844
1547987324,4897,4897
1547988948,4795,4795
1547990070,4789,4789
1547991369,4740,4740
1547992532,4766,4766
1547993751,4690,4690
1547995244,4714,4714
1547996555,4676,4676
1547997271,4684,4684
1547998960,4673,4673
1548000101,4576,4576
1548001251,4615,4615
1548001723,4629,4629
1548004252,4544,4544
1548005449,4435,4435
1548006160,4395,4395
1548006990,4393,4393
1548008091,4342,4342
1548009642,4288,4288
1548011445,4260,4260
1548011688,4264,4264
1548013282,4238,4238
1548014189,4280,4280
1548015350,4251,4251
1548016125,4265,4265
1548017396,4243,4243
1548018640,4278,4278
1548019717,4301,4301
1548020551,4253,4253
1548021406,4262,4262
1548023321,4251,4251
1548025033,4244,4244
1548026153,4243,4243
1548026928,4250,4250
1548028532,4163,4163
1548029680,4160,4160
1548030954,4104,4104
1548033282,4119,4119
1548034893,4009,4009
1548036372,4011,4011
1548037816,3875,3875
1548039412,3884,3884
1548040553,3825,3825
1548041758,3769,3769
1548043147,3728,3728
1548044074,3759,3759
1548044923,3780,3780
1548046178,3739,3739
1548047676,3770,3770
1548049377,3755,3755
1548050194,3779,3779
1548051272,3791,3791
1548052542,3785,3785
1548054665,3736,3736
1548055715,3744,3744
1548057063,3690,3690
1548057400,3719,3719
1548058495,3703,3703
1548059319,3723,3723
1548061855,3559,3559
1548063790,3511,3511
1548065455,3495,3495
1548067365,3494,3494
1548069272,3507,3507
1548070548,3502,3502
1548071818,3515,3515
1548073725,3515,3515
1548075809,3500,3500
1548076915,3531,3531
1548078144,3556,3556
1548079580,3583,3583
1548080920,3650,3650
1548081774,3649,3649
1548083691,3644,3644
1548084525,3683,3683
1548085368,3645,3645
1548086760,3642,3642
1548088063,3649,3649
1548089431,3644,3644
1548090877,3640,3640
1548091712,3659,3659
1548092552,3625,3625
1548094473,3619,3619
1548095313,3626,3626
1548096159,3610,3610
1548097845,3655,3655
1548098914,3682,3682
1548100234,3688,3688
1548101451,3701,3701
1548102744,3684,3684
1548104243,3726,3726
1548105650,3708,3708
1548106953,3693,3693
1548108354,3713,3713
1548109534,3760,3760
1548111343,3835,3835
